date,Paris_weather,Paris_min,Paris_max,Paris_avg,tweetCount,replyCount,retweetCount,likeCount,quoteCount,reactions,replyAvg,retweetAvg,likeAvg,quoteAvg,reactionsAvg,contest
2019-01-19,2,0,3,1.5,2,45,100,549,5,699,22.5,50.0,274.5,2.5,349.5,1
2019-01-20,2,2,4,3.0,4,251,822,2358,27,3458,62.8,205.5,589.5,6.8,864.5,1
2019-01-21,3,1,5,3.0,24,7889,60415,26416,2063,96783,328.7,2517.3,1100.7,86.0,4032.6,2
2019-01-22,1,-1,2,0.5,33,807,1783,5112,51,7753,24.5,54.0,154.9,1.5,234.9,0
2019-01-23,0,-1,1,0.0,38,1132,5225,8297,109,14763,29.8,137.5,218.3,2.9,388.5,3
2019-01-24,2,-3,1,-1.0,33,123,584,2711,21,3439,3.7,17.7,82.2,0.6,104.2,1
2019-01-25,1,1,3,2.0,23,615,1521,6076,43,8255,26.7,66.1,264.2,1.9,358.9,2
2019-01-26,2,6,8,7.0,5,111,276,1427,7,1821,22.2,55.2,285.4,1.4,364.2,0
2019-01-27,2,6,7,6.5,6,139,673,1750,9,2571,23.2,112.2,291.7,1.5,428.5,1
2019-01-28,3,3,6,4.5,15,301,1343,4569,32,6245,20.1,89.5,304.6,2.1,416.3,0
2019-01-29,2,2,4,3.0,17,493,1431,4667,29,6620,29.0,84.2,274.5,1.7,389.4,1
2019-01-30,3,1,2,1.5,34,776,1318,5577,48,7719,22.8,38.8,164.0,1.4,227.0,2
2019-01-31,3,-1,1,0.0,24,191,877,2792,11,3871,8.0,36.5,116.3,0.5,161.3,1
2019-02-01,2,3,6,4.5,32,652,1609,5699,69,8029,20.4,50.3,178.1,2.2,250.9,0
2019-02-02,2,3,5,4.0,8,408,1705,3647,36,5796,51.0,213.1,455.9,4.5,724.5,0
2019-02-03,3,2,5,3.5,7,279,668,2552,13,3512,39.9,95.4,364.6,1.9,501.7,1
2019-02-04,2,2,4,3.0,44,3373,3247,17305,127,24052,76.7,73.8,393.3,2.9,546.6,1
2019-02-05,3,2,7,4.5,20,230,261,2870,18,3379,11.5,13.0,143.5,0.9,169.0,1
2019-02-06,2,5,10,7.5,32,229,104,1140,12,1485,7.2,3.2,35.6,0.4,46.4,0
2019-02-07,1,9,10,9.5,28,151,155,1314,14,1634,5.4,5.5,46.9,0.5,58.4,1
2019-02-08,2,8,10,9.0,17,365,119,1139,21,1644,21.5,7.0,67.0,1.2,96.7,3
2019-02-09,2,10,11,10.5,9,67,83,690,10,850,7.4,9.2,76.7,1.1,94.4,1
2019-02-10,1,8,11,9.5,10,43,111,940,3,1097,4.3,11.1,94.0,0.3,109.7,3
2019-02-11,2,5,9,7.0,24,250,1027,3474,44,4795,10.4,42.8,144.8,1.8,199.8,2
2019-02-12,3,4,9,6.5,23,143,42,1075,5,1265,6.2,1.8,46.7,0.2,55.0,1
2019-02-13,3,4,11,7.5,16,43,97,896,6,1042,2.7,6.1,56.0,0.4,65.1,1
2019-02-14,3,6,11,8.5,16,47,165,981,18,1211,2.9,10.3,61.3,1.1,75.7,2
2019-02-15,3,8,16,12.0,16,1613,27349,7332,512,36806,100.8,1709.3,458.2,32.0,2300.4,2
2019-02-16,3,9,16,12.5,5,434,386,928,28,1776,86.8,77.2,185.6,5.6,355.2,1
2019-02-17,3,8,16,12.0,3,18,78,610,2,708,6.0,26.0,203.3,0.7,236.0,0
2019-02-18,3,9,14,11.5,18,217,565,1615,23,2420,12.1,31.4,89.7,1.3,134.4,3
2019-02-19,3,8,13,10.5,9,32,68,507,10,617,3.6,7.6,56.3,1.1,68.6,0
2019-02-20,3,7,13,10.0,36,317,764,4492,56,5629,8.8,21.2,124.8,1.6,156.4,1
2019-02-21,3,9,18,13.5,15,59,176,858,10,1103,3.9,11.7,57.2,0.7,73.5,3
2019-02-22,3,12,17,14.5,43,167,119,1575,22,1883,3.9,2.8,36.6,0.5,43.8,1
2019-02-23,3,10,16,13.0,4,55,108,609,18,790,13.8,27.0,152.2,4.5,197.5,0
2019-02-24,3,9,15,12.0,6,53,57,539,10,659,8.8,9.5,89.8,1.7,109.8,0
2019-02-25,3,10,17,13.5,24,190,268,1359,9,1826,7.9,11.2,56.6,0.4,76.1,2
2019-02-26,3,12,20,16.0,16,118,94,893,10,1115,7.4,5.9,55.8,0.6,69.7,1
2019-02-27,3,13,22,17.5,37,260,1451,2119,17,3847,7.0,39.2,57.3,0.5,104.0,1
2019-02-28,3,11,16,13.5,21,131,148,1437,6,1722,6.2,7.0,68.4,0.3,82.0,1
2019-03-01,2,10,12,11.0,29,51,115,1007,10,1183,1.8,4.0,34.7,0.3,40.8,0
2019-03-02,1,9,13,11.0,4,45,83,523,9,660,11.2,20.8,130.8,2.2,165.0,0
2019-03-03,2,11,13,12.0,7,28,31,364,1,424,4.0,4.4,52.0,0.1,60.6,0
2019-03-04,2,9,12,10.5,19,837,15774,4630,237,21478,44.1,830.2,243.7,12.5,1130.4,1
2019-03-05,2,8,11,9.5,28,203,383,2888,41,3515,7.2,13.7,103.1,1.5,125.5,0
2019-03-06,2,10,12,11.0,12,98,357,1424,11,1890,8.2,29.8,118.7,0.9,157.5,0
2019-03-07,2,9,12,10.5,12,43,47,450,7,547,3.6,3.9,37.5,0.6,45.6,0
2019-03-08,3,7,12,9.5,25,35,26,378,2,441,1.4,1.0,15.1,0.1,17.6,0
2019-03-09,2,11,12,11.5,7,25,143,606,3,777,3.6,20.4,86.6,0.4,111.0,0
2019-03-10,2,9,13,11.0,7,22,37,346,2,407,3.1,5.3,49.4,0.3,58.1,0
2019-03-11,2,7,10,8.5,38,1288,21038,6959,366,29651,33.9,553.6,183.1,9.6,780.3,1
2019-03-12,3,7,13,10.0,36,94,552,2121,21,2788,2.6,15.3,58.9,0.6,77.4,3
2019-03-13,2,7,10,8.5,24,135,279,1195,19,1628,5.6,11.6,49.8,0.8,67.8,1
2019-03-14,1,8,11,9.5,20,66,298,958,11,1333,3.3,14.9,47.9,0.6,66.6,1
2019-03-15,2,12,12,12.0,20,106,343,888,8,1345,5.3,17.2,44.4,0.4,67.2,2
2019-03-16,2,10,12,11.0,8,21,276,365,4,666,2.6,34.5,45.6,0.5,83.2,0
2019-03-17,2,9,10,9.5,24,184,548,1105,20,1857,7.7,22.8,46.0,0.8,77.4,0
2019-03-18,2,7,12,9.5,15,126,78,900,6,1110,8.4,5.2,60.0,0.4,74.0,0
2019-03-19,3,8,14,11.0,9,40,108,1032,7,1187,4.4,12.0,114.7,0.8,131.9,0
2019-03-20,3,10,15,12.5,6,24,48,392,3,467,4.0,8.0,65.3,0.5,77.8,0
2019-03-21,3,11,18,14.5,13,63,92,730,6,891,4.8,7.1,56.2,0.5,68.5,0
2019-03-22,3,14,22,18.0,17,38,84,593,8,723,2.2,4.9,34.9,0.5,42.5,0
2019-03-23,3,13,17,15.0,4,13,85,529,1,628,3.2,21.2,132.2,0.2,157.0,0
2019-03-24,2,8,12,10.0,6,11,58,500,3,572,1.8,9.7,83.3,0.5,95.3,0
2019-03-25,2,8,11,9.5,10,49,88,679,5,821,4.9,8.8,67.9,0.5,82.1,0
2019-03-26,3,7,13,10.0,16,30,50,476,8,564,1.9,3.1,29.8,0.5,35.2,0
2019-03-27,3,8,14,11.0,12,48,75,512,5,640,4.0,6.2,42.7,0.4,53.3,0
2019-03-28,3,9,13,11.0,17,177,1973,11509,68,13727,10.4,116.1,677.0,4.0,807.5,0
2019-03-29,3,11,17,14.0,19,72,106,742,6,926,3.8,5.6,39.1,0.3,48.7,0
2019-03-30,3,12,19,15.5,4,10,50,382,6,448,2.5,12.5,95.5,1.5,112.0,0
2019-03-31,3,15,20,17.5,11,62,175,1294,12,1543,5.6,15.9,117.6,1.1,140.3,0
2019-04-01,3,12,20,16.0,19,96,174,1305,15,1590,5.1,9.2,68.7,0.8,83.7,0
2019-04-02,2,14,17,15.5,38,188,177,1545,15,1925,4.9,4.7,40.7,0.4,50.7,1
2019-04-03,2,7,11,9.0,14,69,107,839,14,1029,4.9,7.6,59.9,1.0,73.5,1
2019-04-04,3,7,12,9.5,24,188,311,2546,25,3070,7.8,13.0,106.1,1.0,127.9,1
2019-04-05,3,8,13,10.5,28,82,412,2120,34,2648,2.9,14.7,75.7,1.2,94.6,0
2019-04-06,3,9,16,12.5,5,24,92,596,6,718,4.8,18.4,119.2,1.2,143.6,0
2019-04-07,2,10,15,12.5,5,53,114,1178,13,1358,10.6,22.8,235.6,2.6,271.6,0
2019-04-08,2,11,16,13.5,13,41,133,975,8,1157,3.2,10.2,75.0,0.6,89.0,0
2019-04-09,2,12,17,14.5,19,42,88,641,2,773,2.2,4.6,33.7,0.1,40.7,0
2019-04-10,2,10,14,12.0,13,36,112,958,4,1110,2.8,8.6,73.7,0.3,85.4,0
2019-04-11,3,8,15,11.5,13,72,177,1037,10,1296,5.5,13.6,79.8,0.8,99.7,0
2019-04-12,3,8,12,10.0,10,46,105,766,9,926,4.6,10.5,76.6,0.9,92.6,0
2019-04-13,3,6,10,8.0,5,37,40,392,5,474,7.4,8.0,78.4,1.0,94.8,0
2019-04-14,3,6,11,8.5,6,22,54,573,3,652,3.7,9.0,95.5,0.5,108.7,0
2019-04-15,3,8,15,11.5,11,25,38,409,2,474,2.3,3.5,37.2,0.2,43.1,0
2019-04-16,1,10,14,12.0,13,28,150,863,10,1051,2.2,11.5,66.4,0.8,80.8,0
2019-04-17,3,12,19,15.5,9,51,218,989,6,1264,5.7,24.2,109.9,0.7,140.4,1
2019-04-18,3,15,22,18.5,20,50,64,930,12,1056,2.5,3.2,46.5,0.6,52.8,0
2019-04-19,3,17,24,20.5,18,79,108,726,8,921,4.4,6.0,40.3,0.4,51.2,0
2019-04-20,3,19,25,22.0,7,21,72,353,2,448,3.0,10.3,50.4,0.3,64.0,1
2019-04-21,3,20,25,22.5,5,11,24,291,3,329,2.2,4.8,58.2,0.6,65.8,0
2019-04-22,3,20,25,22.5,15,54,56,662,2,774,3.6,3.7,44.1,0.1,51.6,0
2019-04-23,3,18,22,20.0,5,38,58,732,8,836,7.6,11.6,146.4,1.6,167.2,0
2019-04-24,2,15,17,16.0,11,37,15,261,4,317,3.4,1.4,23.7,0.4,28.8,0
2019-04-25,2,12,14,13.0,8,19,18,252,2,291,2.4,2.2,31.5,0.2,36.4,0
2019-04-26,3,13,18,15.5,9,58,173,586,12,829,6.4,19.2,65.1,1.3,92.1,0
2019-04-27,2,11,13,12.0,5,11,76,325,2,414,2.2,15.2,65.0,0.4,82.8,0
2019-04-28,2,10,12,11.0,6,10,18,211,0,239,1.7,3.0,35.2,0.0,39.8,0
2019-04-29,3,12,18,15.0,13,154,198,1507,21,1880,11.8,15.2,115.9,1.6,144.6,0
2019-04-30,3,13,18,15.5,8,19,17,162,1,199,2.4,2.1,20.2,0.1,24.9,0
2019-05-01,3,14,21,17.5,5,28,12,121,0,161,5.6,2.4,24.2,0.0,32.2,0
2019-05-02,2,12,14,13.0,18,20,18,185,1,224,1.1,1.0,10.3,0.1,12.4,0
2019-05-03,2,13,18,15.5,37,249,249,3131,21,3650,6.7,6.7,84.6,0.6,98.6,1
2019-05-04,1,7,11,9.0,2,4,5,63,1,73,2.0,2.5,31.5,0.5,36.5,0
2019-05-05,2,9,13,11.0,2,8,16,225,2,251,4.0,8.0,112.5,1.0,125.5,0
2019-05-06,3,10,14,12.0,10,26,80,699,1,806,2.6,8.0,69.9,0.1,80.6,0
2019-05-07,3,12,16,14.0,7,72,143,649,6,870,10.3,20.4,92.7,0.9,124.3,1
2019-05-08,1,12,16,14.0,7,59,192,655,3,909,8.4,27.4,93.6,0.4,129.9,1
2019-05-09,2,12,16,14.0,7,12,23,176,3,214,1.7,3.3,25.1,0.4,30.6,0
2019-05-10,2,13,17,15.0,7,53,237,742,10,1042,7.6,33.9,106.0,1.4,148.9,1
2019-05-11,1,9,16,12.5,24,4542,71654,28360,2076,106632,189.2,2985.6,1181.7,86.5,4443.0,1
2019-05-12,3,11,16,13.5,11,160,1338,4937,21,6456,14.5,121.6,448.8,1.9,586.9,2
2019-05-13,3,12,17,14.5,11,45,512,1158,6,1721,4.1,46.5,105.3,0.5,156.5,1
2019-05-14,3,13,18,15.5,13,246,1203,4476,43,5968,18.9,92.5,344.3,3.3,459.1,0
2019-05-15,3,14,18,16.0,10,103,256,919,18,1296,10.3,25.6,91.9,1.8,129.6,1
2019-05-16,3,14,17,15.5,10,280,278,1957,12,2527,28.0,27.8,195.7,1.2,252.7,0
2019-05-17,3,15,22,18.5,28,621,241,2396,18,3276,22.2,8.6,85.6,0.6,117.0,0
2019-05-18,2,16,19,17.5,4,25,12,262,2,301,6.2,3.0,65.5,0.5,75.2,0
2019-05-19,2,17,21,19.0,14,37,55,569,2,663,2.6,3.9,40.6,0.1,47.4,0
2019-05-20,2,14,18,16.0,22,120,308,2013,19,2460,5.5,14.0,91.5,0.9,111.8,0
2019-05-21,3,16,21,18.5,10,71,153,1112,5,1341,7.1,15.3,111.2,0.5,134.1,0
2019-05-22,3,18,24,21.0,13,87,35,298,8,428,6.7,2.7,22.9,0.6,32.9,0
2019-05-23,3,19,24,21.5,16,28,28,245,2,303,1.8,1.8,15.3,0.1,18.9,0
2019-05-24,3,18,23,20.5,9,324,98,1044,38,1504,36.0,10.9,116.0,4.2,167.1,0
2019-05-25,3,18,22,20.0,6,25,16,255,2,298,4.2,2.7,42.5,0.3,49.7,0
2019-05-26,3,18,21,19.5,9,130,54,543,14,741,14.4,6.0,60.3,1.6,82.3,0
2019-05-27,2,16,20,18.0,7,12,45,355,4,416,1.7,6.4,50.7,0.6,59.4,0
2019-05-28,2,14,18,16.0,6,109,32,318,4,463,18.2,5.3,53.0,0.7,77.2,1
2019-05-29,2,16,20,18.0,10,5380,6274,2711,446,14811,538.0,627.4,271.1,44.6,1481.1,0
2019-05-30,2,17,20,18.5,8,143,108,784,8,1043,17.9,13.5,98.0,1.0,130.4,1
2019-05-31,2,20,23,21.5,5,59,93,705,5,862,11.8,18.6,141.0,1.0,172.4,1
2019-06-01,3,22,31,26.5,2,4,22,113,0,139,2.0,11.0,56.5,0.0,69.5,1
2019-06-02,3,25,30,27.5,4,20,34,208,2,264,5.0,8.5,52.0,0.5,66.0,0
2019-06-03,2,19,23,21.0,10,14,15,130,2,161,1.4,1.5,13.0,0.2,16.1,1
2019-06-04,2,21,26,23.5,6,60,91,675,7,833,10.0,15.2,112.5,1.2,138.8,0
2019-06-05,2,13,19,16.0,9,55,20,167,2,244,6.1,2.2,18.6,0.2,27.1,0
2019-06-06,3,15,20,17.5,4,14,36,321,3,374,3.5,9.0,80.2,0.8,93.5,0
2019-06-07,1,15,16,15.5,10,4,15,165,0,184,0.4,1.5,16.5,0.0,18.4,0
2019-06-08,2,15,19,17.0,4,5,8,79,0,92,1.2,2.0,19.8,0.0,23.0,0
2019-06-09,3,16,22,19.0,2,5,32,210,1,248,2.5,16.0,105.0,0.5,124.0,0
2019-06-10,2,17,18,17.5,4,10,21,178,0,209,2.5,5.2,44.5,0.0,52.2,0
2019-06-11,3,16,19,17.5,3,4,11,73,1,89,1.3,3.7,24.3,0.3,29.7,0
2019-06-12,2,15,18,16.5,8,26,20,175,1,222,3.2,2.5,21.9,0.1,27.8,0
2019-06-13,2,15,20,17.5,6,18,13,194,1,226,3.0,2.2,32.3,0.2,37.7,0
2019-06-14,3,18,24,21.0,7,28,176,780,7,991,4.0,25.1,111.4,1.0,141.6,1
2019-06-15,3,18,22,20.0,5,652,126,632,101,1511,130.4,25.2,126.4,20.2,302.2,1
2019-06-16,3,17,22,19.5,7,123,46,378,16,563,17.6,6.6,54.0,2.3,80.4,0
2019-06-17,3,21,27,24.0,9,5,14,115,0,134,0.6,1.6,12.8,0.0,14.9,0
2019-06-18,3,22,28,25.0,8,72,129,929,17,1147,9.0,16.1,116.1,2.1,143.4,0
2019-06-19,3,23,24,23.5,10,147,333,2712,36,3228,14.7,33.3,271.2,3.6,322.8,0
2019-06-20,2,16,22,19.0,4,19,27,162,1,209,4.8,6.8,40.5,0.2,52.2,0
2019-06-21,3,19,23,21.0,15,147,108,740,24,1019,9.8,7.2,49.3,1.6,67.9,0
2019-06-22,3,18,25,21.5,1,6,5,39,0,50,6.0,5.0,39.0,0.0,50.0,0
2019-06-23,3,22,27,24.5,1,7,2,55,1,65,7.0,2.0,55.0,1.0,65.0,0
2019-06-24,3,26,31,28.5,9,83,270,1732,10,2095,9.2,30.0,192.4,1.1,232.8,0
2019-06-25,3,26,32,29.0,12,698,102,632,51,1483,58.2,8.5,52.7,4.2,123.6,0
2019-06-26,3,26,33,29.5,9,25,41,354,3,423,2.8,4.6,39.3,0.3,47.0,0
2019-06-27,3,25,31,28.0,7,65,180,984,10,1239,9.3,25.7,140.6,1.4,177.0,0
2019-06-28,3,24,31,27.5,7,122,80,556,16,774,17.4,11.4,79.4,2.3,110.6,0
2019-06-29,3,26,34,30.0,1,1,0,15,0,16,1.0,0.0,15.0,0.0,16.0,0
2019-06-30,3,24,29,26.5,3,52,563,3288,19,3922,17.3,187.7,1096.0,6.3,1307.3,0
2019-07-01,3,21,26,23.5,16,309,212,609,16,1146,19.3,13.2,38.1,1.0,71.6,0
2019-07-02,3,20,26,23.0,10,17,26,224,3,270,1.7,2.6,22.4,0.3,27.0,0
2019-07-03,3,19,25,22.0,7,53,39,435,9,536,7.6,5.6,62.1,1.3,76.6,0
2019-07-04,3,20,28,24.0,18,220,163,1576,21,1980,12.2,9.1,87.6,1.2,110.0,0
2019-07-05,3,24,32,28.0,14,379,67,333,12,791,27.1,4.8,23.8,0.9,56.5,0
2019-07-06,2,26,31,28.5,6,420,25,313,13,771,70.0,4.2,52.2,2.2,128.5,0
2019-07-07,3,21,28,24.5,5,146,20,290,10,466,29.2,4.0,58.0,2.0,93.2,0
2019-07-08,3,18,23,20.5,29,1154,13687,5929,229,20999,39.8,472.0,204.4,7.9,724.1,4
2019-07-09,3,17,23,20.0,22,166,724,961,26,1877,7.5,32.9,43.7,1.2,85.3,2
2019-07-10,3,21,27,24.0,10,29,224,455,5,713,2.9,22.4,45.5,0.5,71.3,1
2019-07-11,2,21,27,24.0,11,78,425,715,12,1230,7.1,38.6,65.0,1.1,111.8,1
2019-07-12,2,20,25,22.5,19,868,194,2186,13,3261,45.7,10.2,115.1,0.7,171.6,1
2019-07-13,3,21,25,23.0,1,487,13,146,43,689,487.0,13.0,146.0,43.0,689.0,0
2019-07-14,2,16,23,19.5,2,13,26,294,0,333,6.5,13.0,147.0,0.0,166.5,0
2019-07-15,3,17,24,20.5,7,156,25,169,5,355,22.3,3.6,24.1,0.7,50.7,0
2019-07-16,3,21,27,24.0,5,83,14,132,12,241,16.6,2.8,26.4,2.4,48.2,0
2019-07-17,3,24,29,26.5,6,1014,22,255,23,1314,169.0,3.7,42.5,3.8,219.0,0
2019-07-18,2,21,24,22.5,5,5,6,84,2,97,1.0,1.2,16.8,0.4,19.4,0
2019-07-19,3,21,27,24.0,6,3,22,89,0,114,0.5,3.7,14.8,0.0,19.0,0
2019-07-20,2,23,26,24.5,3,281,17,124,8,430,93.7,5.7,41.3,2.7,143.3,0
2019-07-21,3,22,29,25.5,2,3,16,167,0,186,1.5,8.0,83.5,0.0,93.0,0
2019-07-22,3,27,35,31.0,4,9,16,84,0,109,2.2,4.0,21.0,0.0,27.2,0
2019-07-23,3,29,36,32.5,5,184,94,1076,9,1363,36.8,18.8,215.2,1.8,272.6,0
2019-07-24,3,31,38,34.5,3,8,10,63,0,81,2.7,3.3,21.0,0.0,27.0,0
2019-07-25,2,32,40,36.0,7,11,28,170,2,211,1.6,4.0,24.3,0.3,30.1,0
2019-07-26,2,25,30,27.5,3,144,25,81,4,254,48.0,8.3,27.0,1.3,84.7,0
2019-07-27,2,20,24,22.0,1,91,3,59,5,158,91.0,3.0,59.0,5.0,158.0,0
2019-07-28,2,19,23,21.0,1,6,9,82,1,98,6.0,9.0,82.0,1.0,98.0,0
2019-07-29,3,22,29,25.5,5,14,7,96,0,117,2.8,1.4,19.2,0.0,23.4,0
2019-07-30,3,21,24,22.5,9,17,14,108,2,141,1.9,1.6,12.0,0.2,15.7,0
2019-07-31,3,19,22,20.5,13,213,91,589,10,903,16.4,7.0,45.3,0.8,69.5,0
2019-08-01,3,22,28,25.0,9,18,23,154,2,197,2.0,2.6,17.1,0.2,21.9,0
2019-08-02,3,22,28,25.0,11,337,56,419,19,831,30.6,5.1,38.1,1.7,75.5,0
2019-08-03,3,20,26,23.0,1,1,2,26,1,30,1.0,2.0,26.0,1.0,30.0,0
2019-08-04,3,23,32,27.5,4,207,134,896,21,1258,51.8,33.5,224.0,5.2,314.5,0
2019-08-05,3,21,28,24.5,4,192,369,1476,26,2063,48.0,92.2,369.0,6.5,515.8,0
2019-08-06,2,17,22,19.5,6,43,344,2405,15,2807,7.2,57.3,400.8,2.5,467.8,0
2019-08-07,2,21,26,23.5,5,91,27,192,9,319,18.2,5.4,38.4,1.8,63.8,0
2019-08-08,3,23,29,26.0,5,187,58,405,26,676,37.4,11.6,81.0,5.2,135.2,0
2019-08-09,2,23,27,25.0,3,53,9,86,2,150,17.7,3.0,28.7,0.7,50.0,0
2019-08-10,2,20,25,22.5,1,0,1,24,0,25,0.0,1.0,24.0,0.0,25.0,0
2019-08-11,3,19,22,20.5,3,12,16,135,0,163,4.0,5.3,45.0,0.0,54.3,0
2019-08-12,3,19,23,21.0,3,35,48,510,15,608,11.7,16.0,170.0,5.0,202.7,0
2019-08-13,3,17,21,19.0,5,85,817,3533,33,4468,17.0,163.4,706.6,6.6,893.6,0
2019-08-14,2,19,24,21.5,12,25,10,128,2,165,2.1,0.8,10.7,0.2,13.8,0
2019-08-15,2,19,23,21.0,1,1,7,39,0,47,1.0,7.0,39.0,0.0,47.0,0
2019-08-16,3,20,25,22.5,2,2,5,45,1,53,1.0,2.5,22.5,0.5,26.5,0
2019-08-17,2,18,20,19.0,1,7,3,47,1,58,7.0,3.0,47.0,1.0,58.0,0
2019-08-18,2,21,23,22.0,2,5,15,102,0,122,2.5,7.5,51.0,0.0,61.0,0
2019-08-19,3,19,23,21.0,7,21,22,200,1,244,3.0,3.1,28.6,0.1,34.9,0
2019-08-20,3,19,23,21.0,11,116,426,2450,21,3013,10.5,38.7,222.7,1.9,273.9,0
2019-08-21,3,19,26,22.5,5,19,11,113,1,144,3.8,2.2,22.6,0.2,28.8,0
2019-08-22,3,21,28,24.5,1,5,6,49,0,60,5.0,6.0,49.0,0.0,60.0,0
2019-08-23,3,21,28,24.5,7,275,297,2097,26,2695,39.3,42.4,299.6,3.7,385.0,0
2019-08-24,3,23,31,27.0,1,1,0,16,0,17,1.0,0.0,16.0,0.0,17.0,0
2019-08-25,3,28,37,32.5,2,11,4,73,0,88,5.5,2.0,36.5,0.0,44.0,0
2019-08-26,3,28,33,30.5,8,38,432,1713,17,2200,4.8,54.0,214.1,2.1,275.0,0
2019-08-27,3,26,34,30.0,9,25,66,441,5,537,2.8,7.3,49.0,0.6,59.7,0
2019-08-28,3,24,28,26.0,10,101,584,3487,30,4202,10.1,58.4,348.7,3.0,420.2,0
2019-08-29,3,21,26,23.5,10,578,335,1461,85,2459,57.8,33.5,146.1,8.5,245.9,0
2019-08-30,3,23,28,25.5,11,36,40,233,3,312,3.3,3.6,21.2,0.3,28.4,0
2019-08-31,3,23,30,26.5,2,7,5,50,1,63,3.5,2.5,25.0,0.5,31.5,0
2019-09-01,2,19,23,21.0,2,13,16,186,2,217,6.5,8.0,93.0,1.0,108.5,0
2019-09-02,3,18,24,21.0,18,39,13,203,4,259,2.2,0.7,11.3,0.2,14.4,0
2019-09-03,3,19,25,22.0,11,86,83,811,20,1000,7.8,7.5,73.7,1.8,90.9,0
2019-09-04,3,19,23,21.0,17,252,76,1013,17,1358,14.8,4.5,59.6,1.0,79.9,0
2019-09-05,3,16,19,17.5,5,9,7,77,1,94,1.8,1.4,15.4,0.2,18.8,0
2019-09-06,3,16,22,19.0,22,2058,755,1379,280,4472,93.5,34.3,62.7,12.7,203.3,0
2019-09-07,2,16,20,18.0,4,51,24,256,8,339,12.8,6.0,64.0,2.0,84.8,0
2019-09-08,2,14,19,16.5,5,14,20,195,4,233,2.8,4.0,39.0,0.8,46.6,0
2019-09-09,2,13,19,16.0,8,14,8,118,3,143,1.8,1.0,14.8,0.4,17.9,0
2019-09-10,3,16,23,19.5,11,14,14,152,0,180,1.3,1.3,13.8,0.0,16.4,0
2019-09-11,3,17,23,20.0,7,80,38,342,6,466,11.4,5.4,48.9,0.9,66.6,0
2019-09-12,2,18,24,21.0,10,20,11,147,4,182,2.0,1.1,14.7,0.4,18.2,0
2019-09-13,3,19,25,22.0,10,2067,1992,4044,323,8426,206.7,199.2,404.4,32.3,842.6,0
2019-09-14,3,19,28,23.5,3,6,10,78,1,95,2.0,3.3,26.0,0.3,31.7,0
2019-09-15,3,23,32,27.5,6,30,38,209,3,280,5.0,6.3,34.8,0.5,46.7,0
2019-09-16,3,0,22,11.0,9,36,25,145,4,210,4.0,2.8,16.1,0.4,23.3,0
2019-09-17,3,18,23,20.5,12,38,39,227,4,308,3.2,3.2,18.9,0.3,25.7,0
2019-09-18,3,14,19,16.5,11,16,20,201,2,239,1.5,1.8,18.3,0.2,21.7,0
2019-09-19,3,14,20,17.0,6,19,14,185,2,220,3.2,2.3,30.8,0.3,36.7,0
2019-09-20,3,15,23,19.0,8,1448,916,1020,162,3546,181.0,114.5,127.5,20.2,443.2,0
2019-09-21,3,18,28,23.0,4,21,26,101,4,152,5.2,6.5,25.2,1.0,38.0,0
2019-09-22,3,18,22,20.0,8,37,92,902,2,1033,4.6,11.5,112.8,0.2,129.1,0
2019-09-23,3,16,22,19.0,12,79,458,2727,19,3283,6.6,38.2,227.2,1.6,273.6,0
2019-09-24,1,16,20,18.0,3,154,24,354,13,545,51.3,8.0,118.0,4.3,181.7,0
2019-09-25,1,15,18,16.5,5,23,22,80,2,127,4.6,4.4,16.0,0.4,25.4,0
2019-09-26,2,18,21,19.5,4,10,14,111,3,138,2.5,3.5,27.8,0.8,34.5,0
2019-09-27,2,17,21,19.0,14,26,37,297,4,364,1.9,2.6,21.2,0.3,26.0,1
2019-09-28,3,15,19,17.0,2,3,2,29,0,34,1.5,1.0,14.5,0.0,17.0,0
2019-09-29,2,16,19,17.5,3,6,7,117,1,131,2.0,2.3,39.0,0.3,43.7,0
2019-09-30,2,15,20,17.5,15,42,37,229,2,310,2.8,2.5,15.3,0.1,20.7,0
2019-10-01,2,19,21,20.0,6,9,14,92,1,116,1.5,2.3,15.3,0.2,19.3,0
2019-10-02,2,14,16,15.0,5,19,28,146,3,196,3.8,5.6,29.2,0.6,39.2,0
2019-10-03,3,11,16,13.5,10,23,20,137,7,187,2.3,2.0,13.7,0.7,18.7,0
2019-10-04,2,15,17,16.0,22,41,49,338,7,435,1.9,2.2,15.4,0.3,19.8,0
2019-10-05,2,14,16,15.0,2,1,3,38,0,42,0.5,1.5,19.0,0.0,21.0,0
2019-10-06,1,15,18,16.5,8,17,28,272,1,318,2.1,3.5,34.0,0.1,39.8,0
2019-10-07,2,14,17,15.5,27,86,212,1502,10,1810,3.2,7.9,55.6,0.4,67.0,0
2019-10-08,1,13,15,14.0,12,92,22,175,7,296,7.7,1.8,14.6,0.6,24.7,0
2019-10-09,2,13,16,14.5,14,84,89,603,11,787,6.0,6.4,43.1,0.8,56.2,0
2019-10-10,2,13,18,15.5,19,91,62,659,10,822,4.8,3.3,34.7,0.5,43.3,0
2019-10-11,2,14,20,17.0,11,53,190,929,13,1185,4.8,17.3,84.5,1.2,107.7,0
2019-10-12,2,15,20,17.5,6,5,11,76,3,95,0.8,1.8,12.7,0.5,15.8,0
